wid,view_history,time_elapsed,trial_type,rt,responses,questions,correct,button_pressed,stimulus,block,simulation_mode,trial_id,prs,score,rewards,delays,actions,path,queries,trial_time,state_rewards,action_times,trial_index,key_press,restarts
wa779b58,,1043583,survey-text,72393,"{""Q0"":""Take the best path to achieve your goal."",""Q1"":""find out the best path and way to success."",""Q2"":""Yes, in my work place .""}",,,,,,,,,,,,,,,,,,,,
wa779b58,,1130869,survey-text,86272,"{""Q0"":""I will find out the least expensive hotel in the city.""}",,,,,,,,,,,,,,,,,,,,
wcda4c83,,395947,survey-text,56282,"{""Q0"":""I can go down the first good path I click on instead of continuing to look for a better one. ""}",,,,,,,,,,,,,,,,,,,,
wcda4c83,,568662,survey-text,171704,"{""Q0"":""The short term and mid term consequences are worth it in the end if the long term consequences are worthy. "",""Q1"":""Pursuing a career. The journey of achieving my goal may seem difficult but it's worth it in the end. "",""Q2"":""I might be sacrificing certain things going down my path just like the spider lost some money but in the end the reward will make up for it. ""}",,,,,,,,,,,,,,,,,,,,
wcda4c83,,913727,survey-text,344057,"{""Q0"":""I wouldn't waste my time looking up the price of every hotel in each city. Instead, I would look up a few and choose from those. This way I'm not wasting all my time. ""}",,,,,,,,,,,,,,,,,,,,
w7f26155,,537119,survey-text,36471,"{""Q0"":""Follows my instinct to guide me""}",,,,,,,,,,,,,,,,,,,,
w7f26155,,643238,survey-text,105106,"{""Q0"":""That will be consequences in our decision, and also there might be a setback but we must not give up"",""Q1"":""By getting to learn a new skill"",""Q2"":""very similar, there was enough distraction and setbacks""}",,,,,,,,,,,,,,,,,,,,
w7f26155,,700279,survey-text,56031,"{""Q0"":""Use my instinct to decide the prices of the hotel""}",,,,,,,,,,,,,,,,,,,,
wf3f3242,,320630,survey-text,9129,"{""Q0"":""click the end bubbles first ""}",,,,,,,,,,,,,,,,,,,,
wf3f3242,,378719,survey-text,57085,"{""Q0"":""Sometimes you have to take a short term loss in order to find the most fulfilling future."",""Q1"":""Choosing to go to grad school and take a loss in the short run to improve my career in the longrun."",""Q2"":""In the game, sometimes I have to lose some money to get to the largest prize in the end and deal with the uncertainty along the way.""}",,,,,,,,,,,,,,,,,,,,
wf3f3242,,407377,survey-text,27655,"{""Q0"":""Start from the end and work backwards from there.""}",,,,,,,,,,,,,,,,,,,,
wc681ec0,,470946,survey-text,14751,"{""Q0"":""Stop while I am ahead""}",,,,,,,,,,,,,,,,,,,,
wc681ec0,,607250,survey-text,135291,"{""Q0"":""I would say that the journey is also equally important, and you might not get too many chances so take what you get."",""Q1"":""I was too greedy with my salary and ended up turning all job offers down, so I made no money."",""Q2"":""When deciding whether to keep pursuing more or stop with what you have. ""}",,,,,,,,,,,,,,,,,,,,
wc681ec0,,665916,survey-text,57654,"{""Q0"":""I would say slow down to ensure that you are setting yourself up for success. ""}",,,,,,,,,,,,,,,,,,,,
w49fba62,,523520,survey-text,29590,"{""Q0"":""Clicking on the bodes for $1 to decide the best path.""}",,,,,,,,,,,,,,,,,,,,
w49fba62,,597574,survey-text,73045,"{""Q0"":""Everything is not how it seems."",""Q1"":""You might think a person is good at first but then their true colors start to show."",""Q2"":""No matter what there are risks involved.""}",,,,,,,,,,,,,,,,,,,,
w49fba62,,669122,survey-text,70526,"{""Q0"":""I will click on one city and decide if that is the path. Use my intuition.""}",,,,,,,,,,,,,,,,,,,,
wd9321f0,,464899,survey-text,28323,"{""Q0"":""Try to see if their is a pattern that they follow""}",,,,,,,,,,,,,,,,,,,,
wd9321f0,,546816,survey-text,80907,"{""Q0"":""Don't depend on others(on clicks) for everything."",""Q1"":""Depending on family to get me out of situations."",""Q2"":""They're similar to clicks. If I kept clicking, I would know the answer. If I kept depending on them, I would always be on top of things.""}",,,,,,,,,,,,,,,,,,,,
wd9321f0,,618049,survey-text,70205,"{""Q0"":""Trying to see what surrounds the hotel. Sometimes, the surrounding area is a giveaway on if something in that area is expensive or not.""}",,,,,,,,,,,,,,,,,,,,
w540306d,,405812,survey-text,39405,"{""Q0"":""You can look at the long term rewards first to see if the steps would be worth it.""}",,,,,,,,,,,,,,,,,,,,
w540306d,,605926,survey-text,199106,"{""Q0"":""Look at the long term benefits for something and weigh them against the short term drawbacks."",""Q1"":""A good decision to apply this to is studying for a college quiz. I might be exhausted and would rather sleep, but one good grade could be the difference between two grades in the long term."",""Q2"":""For quizzes, I can choose to study and hate myself instead of doing something I would rather do. I would lose a few points like in the Web of Cash game. However, when my grade is an A at the end of the semester, its a much bigger reward than the drawback I suffered, like the +48 reward in the Web of Cash game.""}",,,,,,,,,,,,,,,,,,,,
w540306d,,813083,survey-text,206130,"{""Q0"":""Take the shortest route and look up affordable hotels at each stop.""}",,,,,,,,,,,,,,,,,,,,
wb02245e,,333818,survey-text,83223,"{""Q0"":""I tried harder at the beginning, took risks. Mid-way I tried paying $1 to fo even better, but I started losing, so at the end I tried to do the same I think at the beginning of the journey. But I was too desperate and it didn't work.""}",,,,,,,,,,,,,,,,,,,,
wb02245e,,469429,survey-text,134592,"{""Q0"":""Think about your decisions thinking short and long term wise."",""Q1"":""Work"",""Q2"":""I have to start confidently and not shy away later on. Keep trusting. myself the whole time.""}",,,,,,,,,,,,,,,,,,,,
wb02245e,,668585,survey-text,198141,"{""Q0"":""I would check out the three closest places check their prize and then check the next two places from each of the other three. I realize which paths have more steps, so I avoid them as that would be more money. So, the best option would be to take either of the corner routes, depending of course on how expensive they are, as they are by the beach.""}",,,,,,,,,,,,,,,,,,,,
w4ae5004,,616169,survey-text,161863,"{""Q0"":""As I was playing I realized each end has two nodes, one node is a negative number while the other is a positive number. Once I noticed this I could spend less money and move less as I new the odds of it being positive.""}",,,,,,,,,,,,,,,,,,,,
w4ae5004,,909852,survey-text,292679,"{""Q0"":""I learned that although you know the final outcome will be positive it doesn't always mean the journey will be."",""Q1"":""not going fast and enjoying the now and realizing its not about the destination its about the journey. "",""Q2"":""I could click a node and find out the number once I new it I could travel to it although the goal was accomplished I lost some on the way by going on the nodes to achieve it. ""}",,,,,,,,,,,,,,,,,,,,
w4ae5004,,1075162,survey-text,164305,"{""Q0"":""I would look at each price and the route and calculate which hotels are cheapest and which flights that are cheapest and what route that is.""}",,,,,,,,,,,,,,,,,,,,
w436f611,,452639,survey-text,53044,"{""Q0"":""If you can afford to, it is best to consider all of the options, even though they are $1. It was tricky to ensure that you went to the correct node without revealing what the final step's reward was.""}",,,,,,,,,,,,,,,,,,,,
w436f611,,661039,survey-text,207373,"{""Q0"":""The lesson revolves around the principal that good decision making is a long-term investment. Sometimes I would choose a path that first presented me with a -4 spot, knowing that I could easily make that back if the node ended in a +24. I opted to make a good decision, even though the immediate consequence was not my favorite."",""Q1"":""This reminds me of a typical Friday or Saturday night decision. When I look at my weekend plans, I want to go out, have fun, socialize, and see my friends. But I know that this immediate gratification decision will make me tired the next day, maybe sluggish, and I won't get anything done from my weekend to-do list. If I choose not to go out, I'll have the energy to do my grocery shopping, and I will start the next week ready for success. If I chose the immediate gratification, I wouldn't be as prepared."",""Q2"":""Choosing not to go out is like choosing -4, knowing that this decision will pay off (literally and figuratively) in the long-term.""}",,,,,,,,,,,,,,,,,,,,
w436f611,,742990,survey-text,80924,"{""Q0"":""I would reveal the price of as many options as I can to make the most informed decision. I would also consider path ways that intertwine, such as the decision to go to New Reach or Sandbluff after choosing Windy Port. ""}",,,,,,,,,,,,,,,,,,,,
wd537f4a,,492250,survey-text,90005,"{""Q0"":""Click the first two nodules in each path and then click the last nodules for the paths which give the greatest reward or lowest loss.""}",,,,,,,,,,,,,,,,,,,,
wd537f4a,,587794,survey-text,94522,"{""Q0"":""Sometimes a small risk or loss is necessary for a large reward or payoff."",""Q1"":""Investing in a new business.  The upfront cost could be outweighed by the money you will earn in the long run."",""Q2"":""You have to choose a path in life and decide what you're willing to give up (if anything) in the short term in order to gain in the long term.""}",,,,,,,,,,,,,,,,,,,,
wd537f4a,,685255,survey-text,96449,"{""Q0"":""The opportunity cost of a higher hotel rate could mean a faster travel time.""}",,,,,,,,,,,,,,,,,,,,
wd6f959f,,254775,survey-text,21197,"{""Q0"":""Clicking a node that would be the last one to land on""}",,,,,,,,,,,,,,,,,,,,
wd6f959f,,399347,survey-text,143551,"{""Q0"":""Sometimes we have to go through things in order to accomplish great things- meaning losing some money in the game to end up earning more in the end. Life is full of up and downs. Success is not linear. "",""Q1"":""Going through the hardships of graduate school to ultimately make my life better by earning more money and having a career I love. "",""Q2"":""Losing a little bit of money in the short term/mid term nodes to earn a lot in the long term nodes. ""}",,,,,,,,,,,,,,,,,,,,
wd6f959f,,428970,survey-text,28600,"{""Q0"":""Clicking the nodes to see prices. ""}",,,,,,,,,,,,,,,,,,,,
w8008c02,,304085,survey-text,39939,"{""Q0"":""Only make choices that are for the increase of money.""}",,,,,,,,,,,,,,,,,,,,
w8008c02,,837082,survey-text,531991,"{""Q0"":""A lot of choices that were made were because of the outcome. It may have been good in the beginning, but could've been bad at the end."",""Q1"":""Choosing where to live."",""Q2"":""I recently had to choose where to live and even though I opted for the one that cost the most, but in the end it was too much.""}",,,,,,,,,,,,,,,,,,,,
w8008c02,,900495,survey-text,62395,"{""Q0"":""Check through the hotels first and not just go by random chance.""}",,,,,,,,,,,,,,,,,,,,
w9148fde,,334510,survey-text,31345,"{""Q0"":""Start at the end points to find where the highest ending rewards are.""}",,,,,,,,,,,,,,,,,,,,
w9148fde,,471424,survey-text,135902,"{""Q0"":""Spending an extra dollar to guarantee a large profit can be good planning."",""Q1"":""Every step doesn't need to be a guarantee, the end goal should be where your profit comes from."",""Q2"":""You can make cautious steps to find your best endgame. Setting yourself up for success is crucial.""}",,,,,,,,,,,,,,,,,,,,
w9148fde,,580755,survey-text,108324,"{""Q0"":""Find the cheapest hotel/flight option from the end points, then book the quickest route there.""}",,,,,,,,,,,,,,,,,,,,
w758c847,,453964,survey-text,46503,"{""Q0"":""deduce what the other node will have on it based on the one i just clicked.""}",,,,,,,,,,,,,,,,,,,,
